Image_name,image_url,gemini-3.5-flash,llava
obs_62278764_photo_99765773,https://inaturalist-open-data.s3.amazonaws.com/photos/99765773/medium.jpeg,"A brown snail on dry grass, swallowing a small grey slug.",Slug on a bed of straw.
obs_62498833_photo_100137946,https://inaturalist-open-data.s3.amazonaws.com/photos/100137946/medium.jpg,"A textured, yellowish-green slug feeds on decaying brown plant matter.",Close-up of small bug resting inside a decomposing tree stump.
obs_63701886_photo_102279996,https://inaturalist-open-data.s3.amazonaws.com/photos/102279996/medium.jpeg,"A camouflaged caterpillar feeding on green moss, leaving behind piles of reddish-brown frass.",Moss on top of moss growing on rock.
obs_64497720_photo_103704678,https://inaturalist-open-data.s3.amazonaws.com/photos/103704678/medium.jpg,"A male bufflehead duck swimming in rippled water, swallowing a long, segmented leech with its head tilted back.",Black and white penguin swimming in water.
obs_66194678_photo_106656672,https://inaturalist-open-data.s3.amazonaws.com/photos/106656672/medium.jpeg,A cluster of white maggots feeds on the decaying remains of a snail inside its broken shell on the ground.,"In the foreground of this image, a large brown seashell is being fed on by two small crabs."
obs_67242178_photo_108590554,https://inaturalist-open-data.s3.amazonaws.com/photos/108590554/medium.jpeg,"A brown bird with a yellow beak stands in green grass, holding a dangling earthworm in its beak.",Bird picking insect off ground.
obs_673967_photo_848814,https://inaturalist-open-data.s3.amazonaws.com/photos/848814/medium.jpg,"A green Carolina scale-seed plant with slender, scaled spikes and delicate white flowers grows in dry, sandy soil.",The plant is feeding on the ground.
obs_69194931_photo_112223888,https://inaturalist-open-data.s3.amazonaws.com/photos/112223888/medium.jpg,"A small, pale brown snail resting on and feeding on a vibrant green leaf.",Snail feeding on green plant.
obs_70879081_photo_115307880,https://inaturalist-open-data.s3.amazonaws.com/photos/115307880/medium.jpeg,"A grey and white seagull walks across a wet sandy beach, holding a clam in its beak.","Grey seagull standing on beach, looking for something to eat."
obs_70939654_photo_21265481,https://inaturalist-open-data.s3.amazonaws.com/photos/21265481/medium.jpeg,"A brown, speckled bird with a white stripe above its eye stands in the green grass next to a white pole, holding a worm in its beak.","Bird standing on grass, eating worm or bug."
obs_746116_photo_938004,https://inaturalist-open-data.s3.amazonaws.com/photos/938004/medium.jpg,"A black-and-white speckled hornbill with a long, curved red bill perches on a rough tree trunk, reaching into a cavity to feed on a green and yellow insect.",Brown and white woodpecker clinging to tree trunk.
obs_762178_photo_958265,https://inaturalist-open-data.s3.amazonaws.com/photos/958265/medium.jpg,A striped yellow and black caterpillar feeds on the edge of a long green leaf.,Caterpillar feeding on a green leaf.
obs_768014_photo_965261,https://inaturalist-open-data.s3.amazonaws.com/photos/965261/medium.jpg,"A close-up of a biting fly perched on hairy human skin, inserting its sharp proboscis to feed on blood.",Mosquito feeding on human skin with its proboscis.
obs_768088_photo_965274,https://inaturalist-open-data.s3.amazonaws.com/photos/965274/medium.jpg,"A swarm of small black ants feeds on the body of a large, winged insect on sandy ground.",Moth and ants feeding on each other.
obs_770998_photo_968318,https://static.inaturalist.org/photos/968318/medium.jpg,A dark snake coiled in a metal nesting box stretches its jaws wide to swallow a large white egg.,An angry rattlesnake inside of a metal container is eating an egg.
obs_78431515_photo_128226886,https://static.inaturalist.org/photos/128226886/medium.jpeg,"Multiple large, black leeches cling to and feed on a mottled brown frog lying on the forest floor.","A small, spotted, black and white frog is feasting on a dead bird in a forest setting."
obs_785661_photo_987151,https://inaturalist-open-data.s3.amazonaws.com/photos/987151/medium.jpg,"A brown jumping spider perched on a thin branch, feeding on a captured bee.",The wasp feeds on the honey bee.
obs_8387435_photo_11155664,https://inaturalist-open-data.s3.amazonaws.com/photos/11155664/medium.jpeg,"A leaf miner larva feeds inside a green leaf, leaving a winding white trail on its surface.",A leafy green tree branch surrounded by smaller leaves.
obs_843690_photo_1068150,https://inaturalist-open-data.s3.amazonaws.com/photos/1068150/medium.JPG,A large hippopotamus in muddy water clamps its jaws onto a crocodile's head.,An elephant partially submerged in water is splashing its trunk.
obs_84804335_photo_139427301,https://inaturalist-open-data.s3.amazonaws.com/photos/139427301/medium.jpeg,"Yellow rust fungus feeds on a large, green mayapple leaf, causing distinct yellow spots across its surface.",Insects are feeding on plant.
obs_855273_photo_1084105,https://inaturalist-open-data.s3.amazonaws.com/photos/1084105/medium.jpg,A light brown butterfly perched on a small white flower feeds on its nectar.,Butterfly feeding on flowers among green foliage.
obs_855282_photo_1084115,https://inaturalist-open-data.s3.amazonaws.com/photos/1084115/medium.jpg,A small brown spider perched on a yellow flower feeds on a captured plume moth.,An insect rests on top of a sunflower.
obs_859795_photo_1090771,https://inaturalist-open-data.s3.amazonaws.com/photos/1090771/medium.jpg,A brown skipper butterfly perched on a yellow flower feeds on its nectar.,Brown butterfly feeding on yellow flower petals.
obs_859818_photo_1090799,https://inaturalist-open-data.s3.amazonaws.com/photos/1090799/medium.jpg,"A bristly, orange-and-black fly feeds on the center of a yellow flower.",Small black and orange bee feeding on yellow flower.
obs_890705_photo_1131787,https://inaturalist-open-data.s3.amazonaws.com/photos/1131787/medium.jpg,"A large black horsefly perched on tan fabric, biting through the cloth to feed on human blood.",Black bee feeding on honey in hive.
obs_890716_photo_1131809,https://inaturalist-open-data.s3.amazonaws.com/photos/1131809/medium.jpg,A large fly with a fuzzy golden body and dark wings feeds on a person's freckled skin.,Yellow bee standing on a person's arm.
obs_893936_photo_1136774,https://inaturalist-open-data.s3.amazonaws.com/photos/1136774/medium.jpg,"An African wild dog lies on dry, grassy ground, feeding on the leg of its prey.",Leopard lying next to antelope in dirt field.
obs_894002_photo_1136901,https://inaturalist-open-data.s3.amazonaws.com/photos/1136901/medium.jpg,A group of vultures feed on a carcass on the dry savanna ground while an African wild dog stands nearby watching.,Leopards hunting birds in a field.
obs_89418103_photo_147652109,https://inaturalist-open-data.s3.amazonaws.com/photos/147652109/medium.jpg,A glossy black flatworm coiled around and feeding on a bee on rocky ground.,Black and brown insect eating another black and brown insect.
obs_9029586_photo_12180368,https://inaturalist-open-data.s3.amazonaws.com/photos/12180368/medium.jpg,A small white spider is perched on a large green leaf of a wild flowering plant.,The photo shows a weed growing out of the ground with bright yellow flowers.
obs_913990_photo_1166084,https://inaturalist-open-data.s3.amazonaws.com/photos/1166084/medium.jpg,A fuzzy bee perched on a round purple flower feeds on its nectar.,Bee resting on purple flowers.
obs_913998_photo_1166095,https://inaturalist-open-data.s3.amazonaws.com/photos/1166095/medium.jpg,A black and yellow striped insect perched on a round purple flower feeds on its nectar.,A striped bee feeding on vibrant purple flowers.
obs_92804813_photo_153716790,https://inaturalist-open-data.s3.amazonaws.com/photos/153716790/medium.jpg,"A cluster of brown mushrooms growing in green grass, feeding on decomposing organic matter in the soil.",Mushrooms growing in a field next to green grass.
obs_94545832_photo_156850036,https://inaturalist-open-data.s3.amazonaws.com/photos/156850036/medium.jpg,A dark seal emerging from the water holds a pink sausage in its mouth.,"An unidentified black sea creature, possibly an octopus, has a small fish caught in its tentacle and is about to eat it."
obs_9692012_photo_13252435,https://inaturalist-open-data.s3.amazonaws.com/photos/13252435/medium.jpg,A small green caterpillar feeds on a green flower bud of a leafy plant.,A cluster of wildflowers growing near each other in the wild.
obs_9833518_photo_13465547,https://inaturalist-open-data.s3.amazonaws.com/photos/13465547/medium.jpg,"A speckled blue-grey velvet worm crawls on vibrant green moss, feeding on a small orange insect pupa.","A large snail with spotted underside feeds from an abundance of green vegetation, likely in the wild."
